car_brand,purchase_date,purchase_value,engine_condition,no_of_buyers,fuel_type,kilometer_running,reparation_work,today_value
Hyundai,2015-04-09,1111620,Excellent,5,Hybrid,89414,No,74979
BMW,2017-07-01,1652925,Good,3,Electric,54374,No,186118
Audi,2015-08-25,2385577,Poor,4,Diesel,182571,No,50000
Ford,2019-03-30,2701018,Good,2,Hybrid,141517,Yes,232994
BMW,2021-04-05,2358716,Poor,2,Hybrid,189482,No,131331
Kia,2017-05-23,2174479,Excellent,4,Diesel,64174,No,231029
Toyota,2017-11-16,1213058,Excellent,2,Diesel,84352,No,142520
Audi,2018-07-09,2111849,Good,2,Diesel,196762,No,109904
Honda,2024-08-12,1358948,Excellent,1,Petrol,64806,No,511781
Tata,2021-10-11,493209,Good,1,Diesel,189288,Yes,50000
Maruti,2024-06-20,1475081,Poor,5,Hybrid,183276,Yes,110783
Mahindra,2024-04-04,1345042,Good,3,Diesel,29626,No,441613
Kia,2021-10-11,1696390,Poor,4,Diesel,109113,No,148859
Maruti,2016-08-13,1422620,Poor,3,Petrol,63758,Yes,59362
Maruti,2015-06-15,654825,Good,1,Petrol,78723,No,50000
Mahindra,2016-09-07,1062140,Poor,2,Diesel,55941,Yes,52362
Audi,2016-07-21,2544804,Poor,1,Diesel,57346,Yes,128523
Tata,2020-07-12,1005363,Excellent,3,Electric,168720,No,118857
Hyundai,2020-08-05,2067502,Excellent,1,Petrol,175037,No,215184
Kia,2019-09-06,844016,Excellent,5,Hybrid,54829,No,135799
Toyota,2020-06-13,919914,Average,2,Hybrid,68654,Yes,112774
BMW,2016-02-09,1202309,Excellent,3,Hybrid,169944,No,64569
Tata,2023-07-23,1445238,Good,5,Diesel,163341,No,190222
Toyota,2023-06-27,1012472,Poor,2,Petrol,190828,Yes,62981
Mahindra,2015-09-08,587664,Poor,1,Electric,61488,Yes,50000
Hyundai,2015-02-23,1205602,Average,2,Petrol,171465,No,50000
Tata,2023-11-20,2974855,Average,1,Petrol,124715,Yes,445020
Maruti,2017-02-16,2691811,Good,5,Hybrid,140419,Yes,139618
Mahindra,2017-01-25,1153869,Average,5,Petrol,18145,No,81414
Honda,2018-02-18,1530403,Poor,1,Petrol,153064,No,62754
Ford,2021-05-07,648681,Good,2,Petrol,131543,Yes,73293
Hyundai,2024-05-03,1160045,Excellent,4,Petrol,148452,Yes,205878
Mahindra,2019-02-23,2719344,Excellent,1,Diesel,179756,Yes,207502
Toyota,2015-01-24,1033275,Excellent,2,Hybrid,112178,No,71391
BMW,2024-09-10,1443179,Average,4,Diesel,42019,Yes,329992
Honda,2021-10-20,333162,Excellent,5,Diesel,39393,No,75432
BMW,2017-07-13,554938,Poor,2,Petrol,105983,Yes,50000
Mahindra,2018-04-12,2771365,Average,1,Electric,163708,Yes,157263
Honda,2015-07-15,2098307,Average,5,Electric,47938,No,125293
BMW,2016-07-17,2838167,Excellent,1,Electric,13559,No,425388
Honda,2024-08-13,2100175,Average,2,Electric,118140,No,470537
Ford,2024-03-18,2118429,Average,3,Hybrid,95570,No,445380
Ford,2015-01-11,576634,Average,3,Petrol,154231,Yes,50000
BMW,2021-09-23,520851,Poor,1,Petrol,107128,Yes,50000
Mahindra,2023-01-29,2197654,Excellent,5,Petrol,175802,Yes,245120
Hyundai,2022-09-30,1569237,Average,2,Electric,126930,Yes,222167
Audi,2017-07-13,521562,Good,5,Electric,125143,Yes,50000
Hyundai,2017-11-17,462032,Good,5,Hybrid,93119,No,50000
Tata,2017-11-23,2738621,Poor,1,Hybrid,31794,Yes,202825
Hyundai,2017-03-01,1826811,Poor,4,Hybrid,119044,No,76548
Ford,2019-08-14,2690916,Poor,2,Hybrid,34721,No,275320
BMW,2017-03-22,2620838,Poor,2,Petrol,120593,Yes,96730
Mahindra,2017-07-17,552335,Good,5,Hybrid,92251,No,50000
Toyota,2017-03-11,1971950,Poor,4,Petrol,152206,Yes,53383
Audi,2016-05-04,2067628,Good,4,Hybrid,125738,No,121615
BMW,2024-02-13,1623533,Poor,5,Diesel,27292,Yes,252278
Honda,2022-06-14,2066166,Excellent,5,Electric,88956,No,477133
Hyundai,2023-07-05,1403005,Poor,4,Hybrid,144024,No,142177
Toyota,2015-05-12,986630,Excellent,1,Diesel,124772,Yes,59267
BMW,2023-07-10,1667567,Average,4,Petrol,26779,Yes,311506
Toyota,2019-11-09,2758796,Good,4,Hybrid,174841,Yes,185792
Maruti,2017-01-04,2304079,Average,4,Hybrid,30246,No,187173
Kia,2015-10-07,2083340,Good,1,Electric,81845,No,174638
Toyota,2023-05-27,2788392,Excellent,5,Diesel,126111,Yes,491714
BMW,2024-03-11,1293219,Poor,4,Petrol,149343,No,123801
Maruti,2020-01-03,734961,Average,2,Diesel,152238,Yes,50196
Tata,2020-11-15,1236013,Average,5,Petrol,56014,Yes,126164
Maruti,2015-02-20,2665519,Excellent,3,Diesel,158196,Yes,112489
Maruti,2017-12-06,1221916,Excellent,5,Petrol,91254,No,110200
Toyota,2019-01-07,2593696,Good,5,Petrol,160012,Yes,140398
Maruti,2018-10-07,404289,Excellent,5,Petrol,18331,No,56354
Maruti,2015-07-22,1488816,Average,1,Electric,179572,Yes,50000
Audi,2022-04-09,2828762,Excellent,4,Diesel,71103,No,644980
Hyundai,2024-11-08,1886279,Poor,3,Hybrid,52738,Yes,359486
Honda,2016-09-10,923594,Average,5,Petrol,93697,Yes,50000
Toyota,2023-10-04,1009256,Excellent,5,Diesel,53749,No,296730
Maruti,2016-03-17,1549619,Average,5,Diesel,176756,Yes,50000
Hyundai,2022-04-10,2624709,Good,5,Hybrid,20029,No,612655
Maruti,2022-09-30,994959,Poor,1,Diesel,155960,No,90739
Maruti,2021-05-28,529924,Poor,2,Petrol,110290,Yes,50000
Mahindra,2016-04-07,2706474,Average,3,Diesel,79560,No,158004
BMW,2024-03-15,2897737,Good,5,Petrol,33701,No,770524
Honda,2020-08-31,2371307,Excellent,3,Petrol,46752,No,455394
Toyota,2022-01-23,2350721,Good,5,Diesel,82458,No,386231
BMW,2024-07-27,695978,Excellent,3,Petrol,116501,Yes,164465
Honda,2022-07-04,1467199,Good,5,Hybrid,11420,No,366618
Toyota,2018-10-14,1496663,Excellent,5,Electric,61551,No,215127
Audi,2018-10-22,2611862,Excellent,5,Petrol,104560,Yes,228879
Honda,2017-02-24,1040393,Average,5,Petrol,104457,Yes,50000
Mahindra,2017-09-07,2890562,Average,2,Diesel,155403,Yes,132436
Toyota,2016-01-29,2841135,Average,1,Electric,49113,Yes,207472
Audi,2020-08-12,2859171,Average,1,Hybrid,121341,No,325164
Mahindra,2019-05-10,2861404,Excellent,3,Petrol,92998,No,362896
Tata,2021-01-27,602217,Average,2,Electric,193139,No,50000
Mahindra,2017-04-20,654470,Poor,2,Electric,94729,Yes,50000
Maruti,2023-09-05,2727572,Poor,3,Petrol,199170,Yes,153159
Honda,2022-03-20,1691048,Average,4,Petrol,14440,Yes,266983
Hyundai,2016-03-11,1251395,Good,1,Petrol,154722,Yes,55500
Hyundai,2016-12-19,1742098,Excellent,2,Diesel,18839,No,230186
Tata,2021-02-14,2294481,Poor,3,Diesel,190048,Yes,99359
Mahindra,2018-07-08,826846,Excellent,5,Petrol,78168,No,87167
Hyundai,2016-02-28,2483929,Good,1,Electric,27143,No,277673
Tata,2021-10-31,2534497,Excellent,1,Petrol,110592,Yes,440069
Tata,2020-02-28,2366514,Excellent,4,Petrol,127972,Yes,241661
Audi,2015-02-18,646436,Excellent,5,Diesel,187669,No,50000
Hyundai,2016-11-03,2942253,Poor,3,Hybrid,114963,No,126652
Ford,2017-06-23,2021268,Poor,3,Diesel,122581,Yes,78050
Tata,2022-03-21,1662164,Poor,5,Petrol,64217,Yes,153018
Honda,2022-10-13,1214851,Poor,2,Electric,81316,Yes,163940
Kia,2021-03-14,2644624,Poor,3,Diesel,97585,Yes,213473
Toyota,2021-04-17,2717590,Excellent,1,Hybrid,121520,Yes,465481
Toyota,2021-06-22,2940111,Average,3,Diesel,117050,No,332251
Ford,2021-10-21,2397335,Average,5,Diesel,30593,No,374243
Hyundai,2022-02-05,1397902,Poor,4,Diesel,168113,No,89284
Toyota,2022-08-01,457066,Good,2,Petrol,43233,No,106913
Maruti,2024-08-05,373838,Poor,1,Diesel,101112,Yes,57222
Tata,2017-07-07,1488914,Good,2,Electric,84154,No,155925
Mahindra,2020-05-04,836643,Good,2,Electric,45270,No,163713
BMW,2023-01-22,1674158,Poor,5,Petrol,97188,Yes,151988
Maruti,2017-06-12,2623517,Poor,3,Diesel,63163,No,149525
Toyota,2022-12-04,1134299,Good,2,Hybrid,39445,No,325316
Kia,2017-05-03,693555,Good,2,Hybrid,106269,Yes,53644
Tata,2018-01-23,1572378,Average,5,Hybrid,136838,No,86274
Maruti,2022-02-02,1896297,Excellent,1,Electric,170299,Yes,285481
Maruti,2021-02-07,2888081,Excellent,5,Petrol,18442,No,588597
Audi,2020-01-29,593932,Good,5,Diesel,126067,Yes,50847
Hyundai,2020-09-22,2836767,Good,1,Petrol,109721,Yes,344462
Tata,2019-03-30,672404,Poor,4,Petrol,41161,Yes,50000
Honda,2020-04-17,810706,Good,4,Hybrid,151087,No,77506
Maruti,2021-04-03,323657,Poor,1,Diesel,14699,Yes,50000
Mahindra,2019-09-07,2292996,Average,2,Hybrid,67510,Yes,249382
Maruti,2017-05-31,2419494,Good,5,Petrol,148244,No,121524
Mahindra,2019-01-13,2448256,Average,1,Hybrid,139208,No,193813
Kia,2016-04-13,2628836,Poor,1,Diesel,71848,No,132721
BMW,2023-07-09,474741,Excellent,3,Hybrid,88324,No,138506
Mahindra,2022-08-19,612330,Excellent,2,Hybrid,29547,No,208567
Mahindra,2020-05-03,1656453,Poor,5,Hybrid,68947,Yes,125774
Mahindra,2022-07-31,2773745,Average,5,Hybrid,61567,No,463663
Mahindra,2022-04-18,1644340,Excellent,1,Diesel,60135,No,464077
Audi,2016-06-09,1019118,Good,4,Electric,66399,No,86756
Hyundai,2022-03-23,506870,Poor,2,Hybrid,111567,No,56283
Audi,2023-02-19,679128,Average,1,Diesel,191944,No,65994
Maruti,2023-01-22,396774,Average,4,Diesel,90783,No,62668
Maruti,2018-01-20,2330579,Average,2,Electric,30624,Yes,239415
BMW,2016-09-13,2564585,Good,2,Electric,123756,Yes,172919
BMW,2021-01-19,954647,Excellent,1,Petrol,75835,No,191994
Hyundai,2022-02-13,2329092,Poor,4,Electric,175691,No,159474
Hyundai,2018-01-02,2164978,Good,3,Diesel,89091,No,200551
Toyota,2020-12-25,2871211,Average,5,Electric,64893,No,387876
Hyundai,2019-12-26,1164771,Good,1,Hybrid,123708,Yes,132735
Toyota,2021-04-29,2189956,Good,5,Hybrid,107823,No,300782
Maruti,2016-03-08,2299677,Excellent,4,Hybrid,75086,No,204246
Toyota,2020-12-30,366506,Average,4,Diesel,160768,Yes,50000
Ford,2022-12-31,643240,Good,4,Hybrid,10423,No,185665
Audi,2016-02-25,2180520,Poor,5,Hybrid,134410,No,66739
Tata,2018-04-01,948722,Good,3,Diesel,84892,No,93257
Ford,2021-06-29,380051,Average,5,Electric,97701,Yes,50000
Audi,2024-10-25,2413166,Poor,5,Petrol,197461,Yes,147415
Hyundai,2024-11-07,2635625,Excellent,3,Diesel,34296,No,1123999
Mahindra,2015-10-20,703909,Good,5,Hybrid,162067,Yes,50000
BMW,2024-08-09,1929024,Excellent,5,Diesel,108076,No,507452
Hyundai,2017-07-22,2553293,Average,1,Hybrid,28302,Yes,241696
Maruti,2017-01-21,2822756,Poor,5,Petrol,111554,No,99693
Kia,2015-06-04,649020,Poor,2,Hybrid,168150,Yes,50000
Ford,2022-07-20,1756310,Poor,4,Diesel,74706,No,206231
Audi,2024-08-29,539815,Excellent,5,Petrol,126957,Yes,108511
Honda,2024-02-10,1266531,Average,1,Petrol,63139,Yes,265543
Maruti,2018-09-11,1857209,Excellent,4,Petrol,5040,No,284725
Tata,2015-12-30,2739099,Good,3,Hybrid,148027,Yes,126586
Maruti,2023-11-29,2267995,Excellent,4,Hybrid,177095,Yes,348035
Ford,2016-11-30,1758521,Poor,2,Electric,133709,Yes,69496
Hyundai,2023-06-05,792667,Excellent,4,Diesel,41012,No,246765
Ford,2017-06-04,1076871,Poor,1,Diesel,128214,Yes,50000
Audi,2024-08-13,2235599,Excellent,1,Petrol,188522,No,399237
BMW,2024-10-12,2721870,Poor,5,Electric,10453,Yes,566840
Maruti,2018-03-05,976547,Good,3,Diesel,111393,No,83160
Audi,2021-06-30,2665344,Poor,5,Hybrid,39062,No,306581
Ford,2021-08-30,2268974,Poor,1,Petrol,81594,Yes,220956
Toyota,2024-05-30,1621124,Excellent,3,Hybrid,81963,No,563282
Kia,2018-12-15,634113,Good,4,Petrol,135207,Yes,50000
Honda,2015-01-15,829295,Average,4,Petrol,109269,Yes,50000
Maruti,2022-04-23,1997398,Good,1,Hybrid,8693,No,609904
Kia,2024-07-25,1813728,Average,2,Diesel,36402,Yes,463795
Audi,2018-10-23,2184497,Average,3,Hybrid,130465,Yes,142397
Maruti,2018-03-07,1000815,Average,3,Diesel,74966,Yes,73280
BMW,2018-10-10,1634562,Excellent,2,Diesel,196333,No,106836
Tata,2016-03-01,1932027,Good,1,Hybrid,168111,No,98342
Honda,2024-03-01,2755219,Good,3,Hybrid,134113,Yes,524815
Maruti,2016-04-23,809367,Good,2,Petrol,128819,Yes,50000
Audi,2021-10-13,1609099,Excellent,3,Hybrid,99018,No,336110
Audi,2018-05-14,1768321,Poor,5,Petrol,199014,Yes,50000
Tata,2018-10-19,2115847,Good,5,Diesel,36527,No,247641
Mahindra,2015-12-05,1152667,Average,1,Diesel,162193,No,50000
Ford,2020-04-25,2170091,Good,3,Petrol,22862,No,359000
Honda,2022-04-16,2284196,Excellent,1,Hybrid,125757,Yes,449163
Toyota,2017-03-06,1933099,Good,2,Electric,27961,No,241547
BMW,2016-05-23,2444429,Average,3,Petrol,22637,Yes,153948
Maruti,2022-05-10,983192,Average,4,Diesel,161175,No,91900
Hyundai,2023-12-31,707896,Excellent,2,Diesel,84254,No,225188
Kia,2015-06-28,315265,Good,3,Hybrid,119147,No,50000
Toyota,2018-02-21,356255,Excellent,2,Diesel,155905,No,50000
Audi,2018-04-24,1859153,Excellent,5,Electric,95337,No,212361
Tata,2019-12-26,2648305,Good,3,Electric,117311,No,332295
Toyota,2016-05-19,2513703,Excellent,1,Electric,11408,No,369745
Hyundai,2018-09-30,1375537,Good,1,Petrol,67864,No,164093
Tata,2015-02-15,2645087,Good,3,Electric,105848,Yes,144022
Hyundai,2015-11-03,613802,Average,2,Petrol,106417,No,50000
Audi,2024-05-13,1067465,Average,2,Petrol,86384,No,222063
Mahindra,2024-07-08,1515669,Average,5,Diesel,134801,Yes,203003
Ford,2017-09-19,1336843,Average,2,Diesel,48996,Yes,106892
BMW,2022-02-12,1217891,Average,1,Diesel,143075,Yes,131073
Ford,2023-04-01,553443,Good,3,Petrol,64294,No,125448
Honda,2016-03-15,916632,Poor,5,Diesel,86014,No,50000
Honda,2019-02-18,2721346,Excellent,5,Diesel,165419,Yes,185518
Tata,2015-09-07,1890822,Excellent,4,Diesel,161440,Yes,80461
Maruti,2015-03-15,2338037,Average,2,Hybrid,165133,Yes,71164
Hyundai,2022-08-10,1308940,Poor,1,Petrol,20695,No,211193
Hyundai,2015-12-11,2076267,Good,2,Petrol,9797,No,186453
Honda,2018-02-13,1542756,Excellent,5,Electric,148547,No,126404
Honda,2019-11-08,2412424,Good,3,Electric,175194,Yes,182177
Maruti,2022-03-23,672619,Average,3,Electric,175310,Yes,59697
Honda,2020-12-19,2371250,Good,5,Petrol,128077,Yes,216443
Hyundai,2020-12-28,390181,Excellent,3,Hybrid,24396,No,98267
BMW,2020-08-30,536542,Poor,1,Hybrid,76651,Yes,51905
Tata,2023-02-18,371448,Average,4,Petrol,186446,No,50000
Hyundai,2020-01-20,1005553,Poor,2,Petrol,38259,Yes,85804
Ford,2024-09-20,963410,Average,2,Petrol,153914,Yes,130704
Tata,2016-11-29,1762861,Poor,5,Electric,8600,No,114178
Maruti,2024-11-30,1411617,Good,1,Petrol,100316,Yes,355506
Audi,2016-05-01,334522,Average,3,Petrol,166467,No,50000
BMW,2018-10-01,2074083,Average,3,Petrol,13496,No,219967
Honda,2023-09-04,2255065,Average,3,Petrol,156024,Yes,240974
Kia,2019-06-04,492980,Good,4,Diesel,140830,Yes,50000
Maruti,2019-07-11,2543231,Good,4,Diesel,70698,No,309720
BMW,2024-11-05,705510,Good,1,Petrol,185092,Yes,101112
Honda,2024-10-27,1920478,Excellent,2,Hybrid,40900,No,894836
Kia,2021-01-13,2884051,Excellent,4,Hybrid,82798,No,544495
Hyundai,2015-06-19,1605674,Poor,1,Petrol,40659,No,75283
Toyota,2021-05-31,372602,Excellent,3,Petrol,68654,No,73816
Tata,2018-10-05,768245,Good,1,Hybrid,93187,No,93521
BMW,2021-04-05,337499,Poor,1,Hybrid,50630,Yes,50000
Mahindra,2023-08-25,407296,Poor,1,Diesel,160136,No,50000
Maruti,2017-02-02,2706204,Excellent,2,Diesel,125603,Yes,203655
Mahindra,2021-11-12,1263017,Good,5,Petrol,11452,No,248796
BMW,2016-10-04,398710,Excellent,3,Electric,102858,No,50000
Tata,2016-06-20,1163308,Excellent,4,Electric,42250,No,131766
Kia,2022-09-11,1858231,Poor,4,Hybrid,162756,No,145169
Maruti,2019-07-20,526744,Poor,4,Diesel,170985,Yes,50000
Ford,2020-11-14,2371155,Poor,3,Petrol,53478,Yes,206245
Maruti,2017-07-24,2224468,Excellent,4,Diesel,74794,No,232014
Tata,2023-10-05,2682977,Good,5,Hybrid,32824,No,761093
Kia,2021-01-23,1333040,Poor,2,Petrol,193675,Yes,54458
Audi,2021-12-09,886176,Excellent,4,Diesel,20437,No,233836
Tata,2016-07-27,2891016,Average,1,Petrol,161698,Yes,103837
Honda,2023-01-10,2892710,Poor,5,Hybrid,99319,No,328217
Kia,2017-01-19,1195371,Average,1,Electric,46140,Yes,103497
Tata,2016-10-03,1224230,Poor,5,Hybrid,80605,Yes,50000
Honda,2019-12-15,2454351,Excellent,3,Diesel,35718,No,469401
Honda,2016-08-09,2703483,Average,5,Hybrid,157417,No,102287
Tata,2024-06-22,358997,Poor,2,Hybrid,86683,No,65072
Hyundai,2019-04-01,318813,Poor,3,Petrol,50362,No,50000
Kia,2022-02-26,2984182,Excellent,4,Diesel,167761,No,385810
Maruti,2023-11-26,2213049,Average,1,Hybrid,51153,No,598414
BMW,2015-12-20,2562925,Poor,2,Electric,117737,No,105738
Maruti,2024-12-27,402074,Excellent,5,Hybrid,34327,No,166219
Hyundai,2020-08-11,2676744,Poor,4,Petrol,55615,Yes,208957
Ford,2020-07-14,1135176,Poor,4,Petrol,96387,No,81019
Honda,2016-11-29,1448681,Average,2,Petrol,72601,No,95475
Kia,2024-12-17,847644,Excellent,2,Petrol,61238,No,325773
Honda,2021-03-17,902186,Good,2,Electric,86311,No,170545
Honda,2020-08-26,787985,Average,1,Hybrid,32915,Yes,121326
Maruti,2015-04-16,1154787,Good,3,Hybrid,97878,No,70306
Hyundai,2015-06-06,346110,Good,5,Hybrid,25119,No,50000
Mahindra,2016-11-23,2806219,Poor,4,Electric,126132,Yes,103426
Honda,2022-08-01,1664378,Excellent,1,Hybrid,115796,Yes,362875
Audi,2023-05-18,2798181,Excellent,1,Electric,111349,Yes,755351
Tata,2016-10-26,1475293,Good,4,Diesel,27186,No,137679
Hyundai,2021-01-26,2692683,Good,5,Petrol,88374,No,341895
BMW,2018-04-24,2657652,Poor,3,Hybrid,88936,No,165740
Hyundai,2016-01-30,787858,Poor,3,Hybrid,51160,Yes,50000
Ford,2015-03-23,1877040,Good,1,Diesel,58695,No,140607
BMW,2016-05-27,2136985,Good,1,Electric,46077,No,231298
Mahindra,2024-07-13,1695557,Poor,1,Petrol,130652,Yes,204154
Honda,2021-05-29,774766,Poor,1,Electric,142322,Yes,63458
BMW,2022-06-27,1035791,Good,5,Hybrid,121828,Yes,143370
Hyundai,2020-06-10,2593021,Excellent,3,Hybrid,38385,No,566837
Tata,2024-10-02,2976779,Excellent,2,Diesel,103563,Yes,877438
Mahindra,2019-12-26,1754008,Poor,3,Petrol,71862,No,135801
BMW,2015-10-16,2384300,Good,5,Hybrid,19990,No,193932
Maruti,2019-06-03,1901991,Good,2,Petrol,168902,No,135823
Honda,2022-12-02,1280277,Good,1,Petrol,35926,No,342456
Honda,2015-04-22,701676,Excellent,5,Electric,167728,No,50000
Toyota,2019-04-11,1826275,Poor,1,Electric,110315,Yes,127206
Honda,2020-08-18,2781511,Average,3,Petrol,139355,Yes,202134
Kia,2022-09-27,2659345,Poor,2,Electric,195756,No,188727
Kia,2022-09-14,1472874,Poor,5,Diesel,141416,Yes,105723
Mahindra,2015-08-26,1637820,Average,4,Diesel,98883,Yes,67081
Toyota,2015-12-15,2295582,Good,2,Hybrid,84929,No,174914
Mahindra,2016-10-18,2651800,Excellent,1,Diesel,117980,No,232273
BMW,2021-08-22,1458601,Excellent,2,Petrol,189880,Yes,135587
Audi,2020-01-27,477105,Average,1,Electric,114571,Yes,50000
Tata,2019-01-24,620888,Average,1,Hybrid,170075,Yes,50000
Toyota,2015-04-18,1570709,Excellent,2,Hybrid,93786,No,123692
Mahindra,2017-02-07,500396,Excellent,4,Petrol,66793,No,50000
Kia,2017-09-04,1063217,Poor,5,Petrol,73733,No,50000
Mahindra,2018-01-10,632140,Good,3,Electric,109130,Yes,54247
Audi,2017-05-28,2111150,Average,3,Diesel,141619,No,106571
Tata,2016-10-07,427551,Excellent,3,Electric,88885,No,50000
Toyota,2024-01-22,1874254,Good,1,Hybrid,8456,No,761278
Ford,2019-03-23,747371,Good,4,Hybrid,51798,No,100063
BMW,2015-01-27,714400,Poor,4,Hybrid,42898,Yes,50000
Honda,2024-11-13,1481009,Poor,4,Petrol,122580,No,186375
Toyota,2015-06-13,1817139,Good,4,Petrol,121223,No,82981
Maruti,2020-01-15,2267845,Excellent,1,Diesel,93067,No,382591
Honda,2020-12-08,780575,Average,2,Hybrid,156457,Yes,64271
Audi,2018-10-04,1123506,Poor,1,Diesel,97608,No,75254
Maruti,2018-08-27,2792909,Excellent,3,Diesel,152126,No,241900
Ford,2024-07-08,1371601,Poor,1,Hybrid,8213,Yes,324478
Maruti,2022-03-17,2105676,Average,4,Hybrid,13331,No,423226
Honda,2019-06-12,769836,Good,2,Petrol,185502,Yes,50000
Hyundai,2017-08-17,1271350,Average,2,Diesel,42672,Yes,102697
Toyota,2018-12-02,2143745,Good,5,Petrol,182152,No,106817
Hyundai,2021-05-13,2063738,Poor,2,Hybrid,199300,No,106485
Toyota,2019-04-21,2604608,Poor,1,Electric,18708,Yes,270237
Tata,2022-04-11,2849722,Excellent,5,Hybrid,37843,No,747757
Tata,2015-06-19,2822856,Poor,4,Hybrid,42795,Yes,114761
Audi,2016-05-13,2049278,Excellent,4,Petrol,106980,No,140748
Mahindra,2023-12-20,1342165,Average,2,Petrol,20684,Yes,308032
BMW,2015-10-20,912538,Good,5,Diesel,167371,Yes,50000
Hyundai,2016-11-09,505624,Average,4,Diesel,158246,Yes,50000
Audi,2015-06-07,2326945,Average,4,Petrol,32202,Yes,114300
Honda,2018-10-10,755053,Poor,4,Electric,73910,No,54570
Mahindra,2022-07-27,2463418,Good,5,Petrol,115983,Yes,312286
Audi,2020-07-18,900812,Poor,5,Hybrid,87881,Yes,64954
Mahindra,2019-05-08,1868322,Good,4,Hybrid,163500,Yes,126373
Mahindra,2020-01-28,1073394,Poor,4,Hybrid,111596,Yes,67657
Tata,2015-08-07,1965371,Poor,2,Diesel,32487,Yes,88995
Mahindra,2023-09-10,2763865,Poor,4,Electric,173679,Yes,223477
Hyundai,2021-03-10,684756,Poor,4,Hybrid,47485,Yes,69341
Mahindra,2020-07-21,2584328,Average,5,Hybrid,154859,No,189152
Kia,2024-09-06,1673462,Average,3,Hybrid,94412,Yes,343786
Toyota,2016-08-14,2077290,Excellent,1,Electric,151739,No,163174
Maruti,2021-03-26,1474099,Good,1,Hybrid,189907,Yes,128522
Audi,2016-12-24,1844304,Good,2,Petrol,189224,Yes,67358
Toyota,2019-03-19,882562,Good,4,Petrol,60428,No,99620
Ford,2021-09-29,652192,Excellent,4,Diesel,63241,No,141209
Tata,2019-05-23,2911179,Excellent,4,Petrol,89055,No,357402
Honda,2024-03-29,515564,Average,4,Diesel,97486,Yes,85985
Honda,2015-02-02,1255393,Excellent,5,Electric,163519,No,56620
Mahindra,2022-07-12,638877,Poor,1,Diesel,155568,Yes,50741
Audi,2022-01-28,1055401,Average,5,Hybrid,197485,No,69886
Toyota,2023-06-03,1192155,Good,2,Petrol,138199,Yes,181235
Ford,2016-02-08,2925503,Average,1,Electric,47297,Yes,216140
BMW,2024-10-04,1187502,Good,5,Diesel,124343,Yes,219845
Ford,2018-09-22,2620094,Poor,5,Hybrid,162625,No,101108
Hyundai,2021-02-08,2295818,Poor,4,Petrol,105182,No,172068
Audi,2015-05-17,2189377,Good,4,Electric,180229,Yes,72326
Maruti,2023-08-11,1897020,Excellent,4,Diesel,40418,No,609840
Audi,2017-06-13,1981297,Good,3,Electric,99722,No,180452
Hyundai,2022-12-11,1168432,Excellent,3,Electric,52767,No,385275
Hyundai,2018-02-24,1201480,Excellent,3,Petrol,51522,No,150365
BMW,2020-11-23,303081,Excellent,2,Electric,128379,No,52484
Honda,2022-09-08,1095372,Good,1,Hybrid,111059,No,230684
Kia,2024-10-22,1442994,Good,5,Electric,70814,No,442452
Ford,2016-02-09,2502626,Poor,1,Diesel,121828,No,95899
Kia,2022-12-16,2466858,Excellent,3,Petrol,5618,No,799397
Kia,2022-06-10,2906264,Good,3,Diesel,102341,No,519031
Tata,2020-06-19,1543869,Average,3,Petrol,102753,No,149027
Mahindra,2018-12-31,2807231,Average,2,Hybrid,21523,Yes,327176
Kia,2022-09-17,639690,Average,1,Diesel,25960,Yes,132421
Toyota,2018-01-15,1172020,Excellent,4,Hybrid,73792,No,141586
Mahindra,2016-07-26,1008250,Average,5,Diesel,45949,Yes,56993
Toyota,2018-12-30,1840630,Poor,4,Petrol,195292,No,52600
Honda,2023-12-10,1546395,Poor,3,Electric,161775,Yes,150858
Mahindra,2015-08-13,1234718,Average,4,Electric,154958,No,50000
Tata,2015-07-23,1450983,Poor,2,Electric,134015,Yes,50000
Kia,2018-03-02,906350,Poor,1,Petrol,142275,Yes,50000
BMW,2022-10-25,1931279,Poor,5,Hybrid,174388,Yes,119283
Mahindra,2017-05-04,2205059,Excellent,1,Electric,62023,No,312564
Honda,2018-12-12,359204,Excellent,2,Petrol,72416,No,50000
Mahindra,2017-09-02,2977237,Average,3,Electric,96651,Yes,205509
Ford,2024-01-29,2929502,Good,1,Petrol,20699,No,1000550
